USER_ID,TAGS
student_engagement,Online
student_engagement,Morningside
"student_health_insurance_office,_columbia_health",Social Sciences
"student_health_insurance_office,_columbia_health",Arts
"student_health_insurance_office,_columbia_health",Graduate School of Arts and Sciences
"student_health_insurance_office,_columbia_health",Social Sciences
"student_health_insurance_office,_columbia_health",Arts
"student_health_insurance_office,_columbia_health",Humanities
"student_health_insurance_office,_columbia_health",Social Sciences
"student_health_insurance_office,_columbia_health",Social Sciences
summer_sessions_team,Social Sciences
summer_sessions_team,Humanities
summer_sessions_team,Seminar
summer_sessions_team,Arts
summer_sessions_team,Humanities
sundial_house:_latin_american_&amp;_iberian_literature_in_translation,Graduate School of Arts and Sciences
sundial_house:_latin_american_&amp;_iberian_literature_in_translation,Humanities
svitlana_samoilina,Online
svitlana_samoilina,Humanities
svitlana_samoilina,Morningside
svitlana_samoilina,Humanities
svitlana_samoilina,Seminar
svitlana_samoilina,Graduate School of Arts and Sciences
svitlana_samoilina,Seminar
svitlana_samoilina,Online
tamer_center_for_social_enterprise,Humanities
tamer_center_for_social_enterprise,Morningside
tamer_center_for_social_enterprise,International and Public Affairs
tamer_center_for_social_enterprise,Humanities
tamer_center_for_social_enterprise,Morningside
"teachers_college,_columbia_university",Seminar
"teachers_college,_columbia_university",Seminar
"teachers_college,_columbia_university",Social Sciences
"teachers_college,_columbia_university",Online
"teachers_college,_columbia_university",Arts
tessa_mcgowan,Seminar
tessa_mcgowan,Humanities
tessa_mcgowan,Graduate School of Arts and Sciences
tessa_mcgowan,Morningside
tessa_mcgowan,International and Public Affairs
tessa_mcgowan,Humanities
tessa_mcgowan,Seminar
tessa_mcgowan,Arts
the_exposome_boot_camp,Arts
the_exposome_boot_camp,Arts
the_forum,Social Sciences
the_forum,Graduate School of Arts and Sciences
the_forum,Arts
the_forum,International and Public Affairs
the_holder_initiative,Humanities
the_holder_initiative,Arts
the_italian_academy,Graduate School of Arts and Sciences
the_italian_academy,Arts
the_italian_academy,Online
the_italian_academy,Online
tiffany_campiz-challe,International and Public Affairs
tiffany_campiz-challe,Humanities
tiffany_campiz-challe,International and Public Affairs
tiffany_campiz-challe,Online
tiffany_campiz-challe,Online
tiffany_campiz-challe,Arts
tiffany_campiz-challe,Seminar
timur_pakay,Seminar
timur_pakay,Morningside
timur_pakay,Social Sciences
timur_pakay,Graduate School of Arts and Sciences
timur_pakay,Seminar
tonya_richards,Humanities
tonya_richards,Social Sciences
tonya_richards,Graduate School of Arts and Sciences
tonya_richards,Graduate School of Arts and Sciences
tonya_richards,Arts
tonya_richards,Arts
tonya_richards,Social Sciences
university_programs_and_events,Social Sciences
university_programs_and_events,International and Public Affairs
university_programs_and_events,Morningside
university_programs_and_events,Humanities
university_senate,International and Public Affairs
university_senate,Graduate School of Arts and Sciences
university_senate,Humanities
victoria_malaney_brown,Graduate School of Arts and Sciences
victoria_malaney_brown,Graduate School of Arts and Sciences
victoria_malaney_brown,Seminar
victoria_malaney_brown,Arts
victoria_malaney_brown,Seminar
victoria_malaney_brown,Seminar
victoria_malaney_brown,Online
victoria_malaney_brown,Online
virpratap_vikram_singh,Social Sciences
virpratap_vikram_singh,Morningside
visitors_center,Morningside
visitors_center,Online
visitors_center,Morningside
visitors_center,Humanities
visitors_center,Arts
voting_week,Humanities
voting_week,Social Sciences
voting_week,Graduate School of Arts and Sciences
voting_week,Morningside
voting_week,Arts
vp&amp;s_office_for_women_and_diverse_faculty,International and Public Affairs
vp&amp;s_office_for_women_and_diverse_faculty,Morningside
vp&amp;s_office_for_women_and_diverse_faculty,Humanities
weinberg_family_cerebral_palsy_center,Online
weinberg_family_cerebral_palsy_center,Humanities
weinberg_family_cerebral_palsy_center,Graduate School of Arts and Sciences
weinberg_family_cerebral_palsy_center,Morningside
weinberg_family_cerebral_palsy_center,Social Sciences
weinberg_family_cerebral_palsy_center,Seminar
whitney_collado,International and Public Affairs
whitney_collado,Social Sciences
whitney_collado,Graduate School of Arts and Sciences
whitney_collado,Social Sciences
whitney_collado,International and Public Affairs
whitney_collado,Morningside
world_leaders_forum,Seminar
world_leaders_forum,Online
world_leaders_forum,Social Sciences
world_leaders_forum,Social Sciences
world_leaders_forum,Humanities
yasmin_saira,Humanities
yumi_otsu,Graduate School of Arts and Sciences
yumi_otsu,Seminar
yumi_otsu,Seminar
yumi_otsu,Arts
zuckerman_institute,Social Sciences
zuckerman_institute,Seminar
